"Sales Shipment Print View","Изглед за печат на доставка"
"Sales Shipping","Доставка"
"Sales Tax","Данък"
"Sales Total","Общо"
"Same As Billing Address","Също като адрес за плащане"
"Save Order Address","Save Order Address"
"Save Status","Save Status"
"Save Status Assignment","Save Status Assignment"
"Save in address book","Запиши в адресната книга"
"Schedule","Планирай"
"Select","Избери"
"Select All","Select All"
"Select from existing customer addresses:","Изберете от съществуващи клиентски адреси:"
"Send Credit Memo Comment Email Copy To","Изпрати копие на имейл за коментар на кредитно известие до:"
"Send Credit Memo Comments Email Copy Method","Send Credit Memo Comments Email Copy Method"
"Send Credit Memo Email Copy Method","Send Credit Memo Email Copy Method"
"Send Credit Memo Email Copy To","Изпрати копие на имейл за кредитно известие дo"
"Send Email","Изпрати имейл"
"Send Invoice Comment Email Copy To","Изпрати имейл за коментар на фактура до"
"Send Invoice Comments Email Copy Method","Send Invoice Comments Email Copy Method"
"Send Invoice Email Copy Method","Send Invoice Email Copy Method"
"Send Invoice Email Copy To","Изпрати копие на имейл за фактура до"
"Send Order Comment Email Copy To","Изпрати копие на имейл за коментар на поръчка до"
"Send Order Comments Email Copy Method","Send Order Comments Email Copy Method"
"Send Order Email","Send Order Email"
"Send Order Email Copy Method","Метод за изпращане на копие на имейл за поръчка"
"Send Order Email Copy To","Изпрати копие на имейл за поръчка до"
"Send Sales Emails","Изпрати имейли за продажби"
"Send Shipment Comment Email Copy To","Изпрати копие на имейл за коментар на доставка до"
"Send Shipment Comments Email Copy Method","Send Shipment Comments Email Copy Method"
"Send Shipment Email Copy Method","Send Shipment Email Copy Method"
"Send Shipment Email Copy To","Изпрати копие на имейл за доставка до"
"Send Tracking Information","Изпрати информация за проследяване"
"Set order for existing transactions not allowed","Задаване на поръчка за съществуваща транзакция не е позволено"
"Ship","Достави"
"Ship To","Достави до"
"Ship to Name","Достави до име"
"Shipment","Доставка"
"Shipment #","Доставка #"
"Shipment #%1$s | %3$s (%2$s)","Доставка №%1$s | %3$s (%2$s)"
"Shipment #%s","Доставка №%s"
"Shipment Comment Email Sender","Имейл Подател"
"Shipment Comment Email Template","Имейл Шаблон"
"Shipment Comment Email Template for Guest","Имейл Шаблон за гост"
"Shipment Comments","Коментари по доставка"
"Shipment Email Sender","Имейл Подател"
"Shipment Email Template","Имейл Шаблон"
"Shipment Email Template for Guest","Имейл шаблон за гост"
"Shipment Update","Обновяване на доставка"
"Shipment Update for Guest","Обновяване на доставка за гости"
"Shipments","Доставки"
"Shipped","Изпратено"
"Shipped By","Доставено от"
"Shipping","Доставка"
"Shipping & Handling","Опаковане и доставка"
"Shipping &amp; Handling","Опаковане и доставка"
"Shipping &amp; Handling Information","Информация за опаковане и доставка"
"Shipping Address","Адрес за доставка"
"Shipping Amount","Сума на доставка"
"Shipping Information","Информация за доставка"
"Shipping Method","Начин на доставка"
"Shipping Method:","Метод на доставка:"
"Shipping Refund","Връщане на сума за доствака"
"Shipping and Tracking Information","Информация за доставка и проследяване"
"Shopping Cart","Количка"
"Show Packages","Show Packages"
"Signature Confirmation","Signature Confirmation"
"Signed Up From","Форма за записване"
"Size","Размер"
"Sku","Кат. №"
"Some of the products below do not have all the required options. Please edit them and configure all the required options.","Some of the products below do not have all the required options. Please edit them and configure all the required options."
"Sorry, no quotes are available for this order at this time.","Sorry, no quotes are available for this order at this time."
"Source object is not specified.","Не е определен обект източник."
"Specified profile does not exist.","Избрания профил не съществува."
"State Code [State Title]","State Code [State Title]"
"State/Province","Област/Община"
"Status","Статус"
"Status Code","Статус код"
"Status Label","Status Label"
"Status:","Статус:"
"Store Credit","Кредит"
"Store View Specific Labels","Специфични надписи за изглед на магазин"
"Street Address","Улица"
"Submit Comment","Добави коментар"
"Submit Credit Memo","Изпрати кредитно известие"
"Submit Invoice","Submit Invoice"
"Submit Invoice and Shipment","Submit Invoice and Shipment"
"Submit Order","Изпрати поръчка"
"Submit Shipment","Изпрати доставка"
"Subscribe to Newsletter","Абониране за информационен бюлетин"
"Subscribe to Order Status","Абониране за статус на поръчка"
"Subtotal","Междинна сума"
"Subtotal after discount.","Междинна сума след отстъпка."
"Subtotal:","Междинна сума:"
"Suspected Fraud","Съмнение за измама"
"Suspend","Задръж"
"Suspended","Задържано"
"Tax","Данък"
"Tax Amount","Сума за данък"
"Tax Percent","Процент за данък"
"Telephone","Телефон"
"The Order State ""%s"" must not be set manually.","The Order State ""%s"" must not be set manually."
"The address total model should be extended from Mage_Sales_Model_Quote_Address_Total_Abstract.","The address total model should be extended from Mage_Sales_Model_Quote_Address_Total_Abstract."
"The billing agreement ""%s"" has been canceled.","Споразумението за плащане ""%s"" беше отказано."
"The billing agreement ""%s"" has been created.","Споразумението за плащане ""%s"" беше създадено."
"The coupon code has been accepted.","Кодът от талон за отстъпка беше приет."
"The message has been sent.","Съобщението беше изпратено."
"The message was sent.","Съобщението беше изпратено."
"The order address has been updated.","The order address has been updated."
"The order email has been sent.","Имейлът за поръчка беше изпратен."
"The order has been cancelled.","Поръчката беше отказана."
"The order has been created.","Поръчката беше създадена."
"The order has been put on hold.","Поръчката беше сложена в изчакване."
"The order has been released from holding status.","Статусът на изчакване на поръчката беше премахнат."
"The order has not been cancelled.","Поръчката не беше отказана."
"The order status has been assigned.","The order status has been assigned."
"The order status has been saved.","The order status has been saved."
"The order status has been unassigned.","The order status has been unassigned."
"The order was not put on hold.","The order was not put on hold."
"The order was not unheld.","Статусът на изчакване на поръчката НЕ беше премахнат."
"The order was placed using %s","Поръчката беше направена с %s"
"The order(s) cannot be canceled","Поръчката/поръчките не може да бъде отказана"
"The payment has been accepted.","Плащането беше прието."
"The payment has been denied.","Плащането беше отхвърлено."
"The payment has been voided.","Плащането беше анулирано."
"The profile has been updated.","Профилът беше обновен."
"The profile has no changes.","Няма промени по профила."
"The profile state has been updated.","Състоянието на профила беше обновено."
"The quantity you want to add exceeds the total shipped quantity for some of selected Product(s)","The quantity you want to add exceeds the total shipped quantity for some of selected Product(s)"
"The requested Payment Method is not available.","Заявеният метод на плащане не е наличен."
"The shipping label has been created.","The shipping label has been created."
"The transaction ""%s"" (%s) is already closed.","Транзакцията ""%s"" (%s) е вече затворена."
"The transaction ""%s"" cannot be captured yet.","Транзакцията ""%s"" все още не може да бъде прихваната."
"The value that you entered is not valid.","The value that you entered is not valid."
"There are no billing agreements yet.","Все още няма споразумения за плащане."
"There are no printable documents related to selected orders.","Няма документи за печат свързани със избраните доставки."
"There are no shipping labels related to selected %s.","There are no shipping labels related to selected %s."
"There is no need to approve this payment.","Това плащане няма нужда от одобряване."
"There is no need to deny this payment.","Това плащане няма нужда от забрана."
"There is no update for the payment.","Няма обновяване за това плащане."
"This message will be shown in shopping cart when subtotal after discount less than minimum amount.","Това съобщение ще бъде показвано в пазарската количка, когато междинната сумат след отстъпка е по-малка от минимално позволената сума."
"This operation requires an existing transaction object.","Тази операция изисква съществуващ обект на транзакция."
"This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be canceled and a new order will be placed.","This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be canceled and a new order will be placed."
"This order no longer exists.","Тази поръчка вече не съществува."
"This product does not have any configurable options","This product does not have any configurable options"
"This profile state cannot be changed to ""%s"".","Това състояние на профил не може да бъде променено на ""%s""."
"This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you wish to proceed?","This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you wish to proceed?"
"Tier Pricing","Ценообразуване по нива"
"Title","Заглавие"
"To","До"
"To Name","До име"
"To:","До:"
"Total","Общо"
"Total %d product(s)","Общо %d продукт(а)"
"Total (ex)","Общо (чисто)"
"Total (inc)","Total (вкл.)"
"Total Due","Общо дължимо"
"Total Invoiced","Общо фактурирано"
"Total Invoiced Paid","Total Invoiced Paid"
"Total Invoiced VS Paid Report","Справка общо фактурирано срещу общо платено"
"Total Invoiced not Paid","Общо фактурирано и неплатено"
"Total Ordered Report","Справка общо поръчано"
"Total Paid","Общо платено"
"Total Qty","Общо кол."
"Total Refund","Общо сторнирано"
"Total Refunded","Общо върнато по сторно"
"Total Refunded Report","Справка общо върнато по сторно"
"Total Sales Shipping","Общо доставки по продажби"
"Total Shipped Report","Справка общо доставено"
"Total Shipping","Общо доставки"
"Total Shipping Charges","Общо разход за доставка"
"Total Tax","Общо данък"
"Total Weight","Общо тегло"
"Track Order","Проследяване на поръчка"
"Track all shipment(s)","Проследи всички доставки"
"Track all shipments","Проследи всички доставки"
"Track this shipment","Проследяване на тази пратка"
"Track your order","Проследяване на поръчката"
"Tracking","Проследяване"
"Tracking Number","Номер за проследяване"
"Tracking Number(s):","Номер(а) за проследяване:"
"Transaction ""%s"" was already processed.","Транзакция ""%s"" е вече обработена."
"Transaction ID","Транзакция ID"
"Transaction ID must not be empty.","Транзакция ID не трябва да е празен."
"Transaction ID: ""%s"".","Транзакция ID: ""%s""."
"Transaction Type","Тип транзакция"
"Transactions","Транзакции"
"Trial ","Пробно  "
"Trial Payment","Trial Payment"
"Trial Period","Пробен период"
"Trial period payment","Плащане за пробен период"
"Type","Тип"
"Unassign","Unassign"
"Unhold","Премахни в изчакване"
"Unhold action is not available.","Действие за премахване в изчакване не е налично."
"Unhold order","Премахни в изчакване на поъчка"
"Unknown State","Unknown State"
"Unknown Status","Непознато състояние"
"Unsupported transaction type ""%s"".","Неподдържан тип транзакция ""%s""."
"Update Changes","Обнови промените"
"Update Items and Qty\'s","Обнови артикули и количества"
"Update Qty\'s","Обнови количества"
"Updated At","Обновено в"
"Updated:","Обновено:"
"Use Aggregated Data (beta)","Използвай обобщени данни (бета)"
"Use Order Status As Default","Use Order Status As Default"
"Validate Each Address Separately in Multi-address Checkout","Валидирай всеки адрес поотделно при разплащане по множество адреси"
"Value","Стойност"
"View","Преглед"
"View All","Виж всичко"
"View Another Order","View Another Order"
"View Order","Преглед на поръчка"
"Visible on Frontend","Видим на публичен сайт"
"Void","Анулирай"
"Void invoice","Анулирай фактура"
"Voided authorization.","Анулирана оторизация."
"Website","Уебсайт"
"Weight","Тегло:"
"Whether buyer can define the date when billing for the profile begins.","Whether buyer can define the date when billing for the profile begins."
"Width","Width"
"Wishlist","Списък с желания"
"Wrong billing agreement ID specified.","Определен е грешен идентификатор споразумение за плащане."
"Wrong quote item id to update configuration.","Wrong quote item id to update configuration."
"Wrong state: ""%s"".","Грешно състояние: ""%s""."
"Yes","Да"
"You can leave a box blank if you don\'t wish to add a gift message for whole order","You can leave a box blank if you don\'t wish to add a gift message for whole order"
"You have placed no orders.","Нямате направени поръчки."
"You will be redirected to the payment system website.","Ще бъдете пренасочен към уебсайта на системата за плащане."
"Your credit card will be charged for","Ще платите с Вашата кредитна карта за"
"ZIP/Post Code","Пощ. код"
"Zip/Postal Code","Пощ. код"
"cm","см.m"
"in","В"
"kg","кг."
"lb","lb"
"the credit memo email is not sent","не е изпратен имейлът за кредитно известие"
"the credit memo email was sent","беше изпратен имейлът за кредитно известие"
"the invoice email is not sent","не е изпратен имейлът за фактура"
"the invoice email was sent","беше изпратен имейлът за фактура"
"the order confirmation email is not sent","имейлът за потвърждение на поръчка не беше изпратен"
"the order confirmation email was sent","имейлът за потвърждение на поръчка е изпратен"
"the shipment email is not sent","имейлът за доставка не беше изпратен"
"the shipment email was sent","имейлът за доставка беше изпратен"
