"Order #%s (%s)","Поръчка #%s (%s)"
"Order Created Date","Дата на създаване на поръчка"
"Order ID","Поръчка ID"
"Order Totals","Суми на поръчка"
"Order Updated Date","Дата на обновяване на поръчка"
"Order Updated Date report is real-time, does not need statistics refreshing.","Справка за Дата на обновяване на поръчка се извършва в реално време, не е необходимо обновяване на статистиките."
"Orders","Поръчки"
"Original Magento attribute names in first row:","Оригинални Magento имена на атрибути в първи ред:"
"Out of stock","Не е в наличност"
"PDT (Payment Data Transfer) Only","Само PDT (Payment Data Transfer)"
"Package Extensions","Package Extensions"
"Pages","Страници"
"Parent Product Thumbnail","Изображение за изглед на главен продукт"
"Parent Transaction ID","ID на главна транзакция"
"Passive mode","Пасивен режим"
"Password","Парола"
"Password Confirmation","Потвърждение на парола"
"Password confirmation must be same as password.","Стойността на поле Потвърждение на парола трябва да се същата като паролата."
"Password must be at least of %d characters.","Паролата трябва да съдържа минимум %d символа."
"Password must include both numeric and alphabetic characters.","Паролата трябва да съдържа и числови и буквени символи."
"Password:","Парола:"
"Path:","Път:"
"Payment method instance is not available.","Не е наличен обект за метода за разплащане."
"Payment method is not available.","Не е наличен метод за разплащане."
"Payment method must be specified.","Необходимо е определянето на метод за разплащане."
"Pending Reviews","Мнения в изчакване"
"Pending Tags","Кл. думи в изчакване"
"Per Item","За продукт"
"Per Order","За поръчка"
"Percent","Процент"
"Performed At","Извършено на"
"Period","Период"
"Permanent (301)","Перманентно (301)"
"Permissions","Права"
"Personal Information","Лична информация"
"Phone:","Телефон:"
"Please Select","Моля, изберете"
"Please confirm site switching. All data that hasn\'t been saved will be lost.","Моля потвърдете смяната на сайт. Несъхранената информация ще бъде загубена."
"Please enter 6 or more characters.","Моля въведете 6 или повече символа."
"Please enter a number greater than 0 in this field.","Моля въведете число по-голямо от нула в това поле."
"Please enter a valid $ amount. For example $100.00.","Моля въведете валидна доларова ($) сума. Например $100.00."
"Please enter a valid URL. For example http://www.example.com or www.example.com","Моля въведете валиден интернет адрес. Например http://www.example.com or www.example.com"
"Please enter a valid URL. http:// is required","Моля въведете валиден интернет адрес. http:// е задължително"
"Please enter a valid credit card number.","Моля въведете валиден номер на кредитна карта."
"Please enter a valid date.","Моля въведете валидна дата."
"Please enter a valid email address. For example johndoe@domain.com.","Моля, въведете валиден e-mail адрес. Например: johndoe@domain.com"
"Please enter a valid email.","Моля въведете валиден имейл."
"Please enter a valid number in this field.","Моля въведете валидно число в полето."
"Please enter a valid phone number. For example (123) 456-7890 or 123-456-7890.","Моля въведете валиден телефонен номер. Например (123) 456-7890 or 123-456-7890."
"Please enter a valid social security number. For example 123-45-6789.","Моля въведете валиден номер на социална осигуровка. Например 123-45-6789."
"Please enter a valid value from list","Моля, въведете валидна стойност от списък"
"Please enter a valid value, ex: 10,20,30","Моля, въведете валидна стойност, напр.: 10,20,30"
"Please enter a valid zip code.","Моля въведете валиден пощенски код."
"Please enter a valid zip code. For example 90602 or 90602-1234.","Моля въведете валиден пощенски код. Например 90602 или 90602-1234."
"Please enter another credit card number to complete your purchase.","Please enter another credit card number to complete your purchase."
"Please enter valid password.","Моля въведете валидна парола."
"Please make sure that all global admin search modules are installed and activated.","Моля уверете се, че всички глобални админ модули за търсене са инсталирани и активни."
"Please make sure that your changes were saved before running the profile.","Моля уверете се, че вашите промени са записани преди стартиране на профила."
"Please make sure your passwords match.","Please make sure your passwords match."
"Please navigate to <strong>Hosted Checkout Pages - Customize</strong> menu and select Layout C.","Please navigate to <strong>Hosted Checkout Pages - Customize</strong> menu and select Layout C."
"Please select State/Province.","Моля изберете Щат/Област."
"Please select a customer.","Моля изберете клиент."
"Please select a store.","Моля изберете магазин."
"Please select an option.","Моля изберете опция."
"Please select catalog searches.","Моля изберете каталог търсения."
"Please select customer(s).","Моля изберете клиент(и)."
"Please select message(s).","Please select message(s)."
"Please select one of the above options.","Моля изберете една от опциите по-горе."
"Please select one of the options.","Моля изберете една от опциите."
"Please select review(s).","Моля изберете мнение/мения."
"Please select tag(s).","Моля изберете ключова дума/ключови думи."
"Please specify at least start or end date.","Моля определете минимум начална или крайна дата."
"Please specify the admin custom URL.","Моля определете URL за администрация."
"Please try to logout and sign in again.","Моля опитайте да излезнете и влезнете отново в системата."
"Please use in this field only ""a-z,0-9,_"".","Моля, използвайте само "a-z,0-9,_" в това поле."
"Please use letters only (a-z) in this field.","Моля използвайте само букви (a-z) в това поле."
"Please use numbers only in this field. Please avoid spaces or other characters such as dots or commas.","Моля използвайте само числа в това поле. Моля избягвайте използването на дргуи символи като празни места, точки или запетайки."
"Please use only letters (a-z) or numbers (0-9) only in this field. No spaces or other characters are allowed.","Моля използвайте само букви (a-z) или числа (0-9) в това поле. Не са разрешени празни места или други символи.""
"Please use only letters (a-z) or numbers (0-9) or spaces and # only in this field.","Моля използвайте само букви (a-z), или числа (0-9), или празни места и # в това поле."
"Please use this date format: dd/mm/yyyy. For example 17/03/2006 for the 17th of March, 2006.","Моля използвайте следния формат за дата: dd/mm/yyyy. Например 17/03/2006 за 17ти март, 2006."
"Please wait while the indexes are being refreshed.","Моля изчакайте докато се обновяват индексите."
"Please wait, loading...","Моля изчакайте, зареждане..."
"Please wait...","Моля изчакайте..."
"Please, add some answers to this poll first.","Моля първо добавете отговори към тази анкета."
"Please, select ""Visible in Stores"" for this poll first.","Моля изберете първо "Видимо в магазините" за тази анкета."
"Poll Manager","Управление на анкети"
"Polls","Анкети"
"Popular","Популярно"
"Position of Watermark for %s","Позиция на Воден знак за %s"
"Pregenerated product images files.","Пре-генерирани картинки за продукт."
"Prev. month (hold for menu)","Пред. месец (задръжте за меню)"
"Prev. year (hold for menu)","Пред. година (задръжте за меню)"
"Preview","Преглед"
"Preview Template","Преглед на шаблон"
"Price alert subscription was saved.","Абонамент за известия за Цени беше записан."
"Price:","Цена:"
"Processed <strong>%s%% %s/%d</strong> records","Обработени <strong>%s%% %s/%d</strong> записа"
"Product","Продукт"
"Product Reviews","Мнения за продукт"
"Product Tax Classes","Продуктови данъчни класове"
"Product Thumbnail Itself","Изображение за преглед на самия продукт"
"Product is not loaded.","Product is not loaded."
"Product:","Продукт:"
"Products","Продукти"
"Products Bestsellers Report","Справка за най-продавани продукти"
"Products Ordered","Поръчани продукти"
"Products in Carts","Продукти в пазарски колички"
"Profile Action","Профил действие"
"Profile Actions XML","Профил действиея XML"
"Profile Direction","Профил направление"
"Profile History","Профил хронология"
"Profile Information","Профил информация"
"Profile Name","Профил име"
"Profile Payments","Профил плащания"
"Profile Schedule","Профил график"
"Profile Wizard","Профил Помощник"
"Profiles","Профили"
"Promo","Промоция"
"Promotions","Промоции"
"Purchased Item","Закупен артикул"
"Quantity","Количество"
"Queue Refresh","Добави задача за актуализиране"
"Queued... Cancel","В Изчакващи... Отказ"
"Radio Buttons","Радио бутони"
"Rates","Ставки"
"Read details","Прочети всичко"
"Rebuild","Пресъздай отново"
"Rebuild Catalog Index","Пресъздай отново Каталог индекс"
"Rebuild Flat Catalog Category","Пресъздай отново индекс на опростени категории"
"Rebuild Flat Catalog Product","Пресъздай отново индекс на опростени продукти"
"Recent Orders","Последни поръчки"
"Recent statistics have been updated.","Последните статистики бяха обновени."
"Recurring Profile View","Изглед на Повторяем Профил"
"Recursive Dir","Рекурсивни директории"
"Redirect","Пренасочване"
"Reference","Референция"
"Reference ID","Референтен ID"
"Refresh","Опресни"
"Refresh Now*","Обнови сега*"
"Refresh Statistics","Опресни статистики"
"Region/State","Област/Щат"
"Regular Price:","Редовна цена:"
"Release","Система"
"Release Stability","Стабилност на системата"
"Release Version","Версия на системата"
"Remote FTP","Отдалечен FTP"
"Remove","Премахни"
"Reports","Справки"
"Request Path","Request Path"
"Required","Задължително"
"Required settings","Required settings"
"Reset","Отмени"
"Reset Filter","Нулирай филтър"
"Reset Password","Reset Password"
"Reset a Password","Смени парола"
"Resize","Преоразмери"
"Resource Access","Достъп до ресурси"
"Resources","Ресурси"
"Results","Резултати"
"Retrieve Password","Получи парола"
"Return Html Version","Върни Html Версия"
"Return URL: ","Return URL: "
"Revenue","Приход"
"Reviews","Мнения"
"Reviews and Ratings","Мнения и оценки"
"Rewrite Rules","Правила за презаписване"
"Role ID","Роля ID"
"Role Info","Инфо за роля"
"Role Information","Информация за роля"
"Role Name","Име на роля"
"Role Resources","Ресурси за роля"
"Role Users","Потребители за роля"
"Roles","Роли"
"Roles Resources","Ресурси за роли"
"Rotate CCW","Завърти обратно на час. стрелка"
"Rotate CW","Завърти по час. стрелка"
"Run","Стартирай"
"Run Profile","Стартирай профил"
"Run Profile Inside This Window","Стартирай профил в този прозорец"
"Run Profile in Popup","Стартирай профил в нов прозорец"
"Running... Kill","Стартирано... Спри"
"SKU","Кат. №"
"SKU:","Кат. №:"
"SSL Error: Invalid or self-signed certificate","SSL грешка: Невалиден или само-подписан сертификат"
"Sales","Продажби"
"Sales Report","Справки продажби"
"Samples","Примери"
"Save","Запази"
"Save & Generate","Запиши & Генерирай"
"Save Account","Запиши профил"
"Save Cache Settings","Запиши настройки на кеш"
"Save Config","Запиши конфигурация"
"Save Currency Rates","Запиши валутни ставки"
"Save Profile","Запиши профил"
"Save Role","Запиши роля"
"Save Template","Запиши шаблон"
"Save User","Запиши потребител"
"Save and Continue Edit","Запиши и продължи с редакция"
"Search","Търсене"
"Search Index","Индекс на търсене"
"Search Term","Критерий на търсене"
"Search Terms","Критерии за търсене"
"Select","Избери"
"Select $0 Auth if your credit card processor supports $0 Auth capability and Reference Transactions, or if you are unsure what to select.  This setting provides the best experience for shoppers.","Select $0 Auth if your credit card processor supports $0 Auth capability and Reference Transactions, or if you are unsure what to select.  This setting provides the best experience for shoppers."
"Select $1 Auth if your credit card processor does not support $0 Auth, but does support Reference Transactions. This will provide a very good shopper experience, but might require you to pay a small additional authorization fee from your merchant account provider for any cart abandoned after payment details are entered.  If you select $0 Auth, but your credit card processor does not support $0 Auth, your transaction will run as a $1 Auth instead.","Select $1 Auth if your credit card processor does not support $0 Auth, but does support Reference Transactions. This will provide a very good shopper experience, but might require you to pay a small additional authorization fee from your merchant account provider for any cart abandoned after payment details are entered.  If you select $0 Auth, but your credit card processor does not support $0 Auth, your transaction will run as a $1 Auth instead."
"Select All","Select All"
"Select Category","Избери категория"
"Select Date","Изберете дата"
"Select Full Auth if you want to minimize your credit card processing fees, or if your credit card processor does not permit reference transactions.  Please note that in some cases, shoppers who abandon your cart late in the process may find that there is a payment authorization outstanding from your company, which will go away on its own in a few days/weeks. This authorization can be reversal by voiding it, however, there is no guarantee the card-issuing bank will accept this request.","Select Full Auth if you want to minimize your credit card processing fees, or if your credit card processor does not permit reference transactions.  Please note that in some cases, shoppers who abandon your cart late in the process may find that there is a payment authorization outstanding from your company, which will go away on its own in a few days/weeks. This authorization can be reversal by voiding it, however, there is no guarantee the card-issuing bank will accept this request."
"Select Range","Избери обхват"
"Select date","Избери дата"
"Selected allowed currency ""%s"" is not available in installed currencies.","Избраната позволена валута ""%s"" не е налична в инсталираните валути."
"Selected base currency is not available in installed currencies.","Избраната базова валута не е налична в инсталираните валути."
"Selected default display currency is not available in allowed currencies.","Избраната валута за показване по подразбиране не е налична в позволените валути."
"Selected default display currency is not available in installed currencies.","Избраната валута за показване по подразбиране не е налична в иснталираните валути."
"Self-assigned roles cannot be deleted.","Само-възложените роли не могат да бъдат изтрити."
"Sender","Подател"
"Separate Email","Отделен Имейл"
"Shipment #%s comment added","Коментар за доставка #%s е добавен"
"Shipment #%s created","Доставка #%s е създадена"
"Shipment Comments","Коментари по доставка"
"Shipment History","Хронология на доставки"
"Shipments","Доставки"
"Shipping","Доставка"
"Shipping Address","Адрес за доставка"
"Shipping Address: ","Shipping Address "
"Shipping Origin","Източник на изпращане"
"Shipping Price","Цена за изпращане"
"Shipping address selection is not applicable","Изборът на Адрес за доставка е невалиден"
"Shipping method must be specified.","Изборът на Начин на доставяне е невалиден"
"Shipping method selection is not applicable","Изборът на Начин на доставяне е невалиден"
"Shopping Cart","Количка"
"Shopping Cart Price Rules","Правила за цена в количка"
"Shopping Cart from %s","Пазарска количка от %s"
"Show By","Покажи по"
"Show Report For","Показване на справка за"
"Show Reviews","Покажи мнения"
"Show confirmation page: ","Show confirmation page: "
"Silent Post URL:","Silent Post URL:"
"Sitemap Information","Информациа за карта на сайта"
"Size for %s","Големина за %s"
"Skip Category Selection","Прескочи избор на категория"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","Някои от продуктите в тази поръчка имат различни фактури и тип на доставка. Създаването на доставка е възможно само след създаването на фактурата."
"Some of the ordered items do not exist in the catalog anymore and will be removed if you try to edit the order.","Някои от продуктите в тази поръчка не съществуват вече в каталога и ще бъдат премахнати при опит за редакция на поръчката."
"Sorry, this feature is coming soon...","Съжаляваме, тази функционалност ще бъде налична скоро..."
"Special Price:","Промоционална цена:"
"Specific Countries","Specific Countries"
"Specified","Избрано"
"Specified profile does not exist.","Избрания профил не съществува."
"Spreadsheet Name:","Име на електронна таблица:"
"Start Date","Start Date"
"Starting profile execution, please wait...","Започване на изпълнение на профил, моля изчакайте..."
"State/Province:","Област/Щат:"
"Static Blocks","Статични блокове"
"Status","Статус"
"Status:","Статус:"
"Stock Quantity:","Стокова наличност:"
"Stock notification was saved.","Стоковото известие беше записано."
"Store","Магазин"
"Store Email Addresses Section","Секция Имейл адреси на магазин"
"Store View","Изглед"
"Store:","Магазин:"
"Stores","Магазини"
"Subject","Заглавие"
"Submit","Добави"
"Subpackage cannot be conflicting.","Под-пакет не може да е в конфликт."
"Subtotal","Междинна сума"
"Switch/Solo card issue number: %s","Switch/Solo карта номер: %s"
"Switch/Solo card start Date: %s/%s","Начална дата на Switch/Solo карта: %s/%s"
"Switch/Solo/Maestro Only","Switch/Solo/Maestro Only"
"Switch/Solo/Maestro(UK Domestic) Only","Само Switch/Solo/Maestro(UK Domestic)"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Switch/Solo/Maestro(UK Domestic) карта номер: %s"
"Switch/Solo/Maestro(UK Domestic) card start Date: %s/%s","Начална дата на Switch/Solo/Maestro(UK Domestic) карта: %s/%s"
"Synchronization is required.","Synchronization is required."
"Synchronization of media storages has been successfully completed.","Synchronization of media storages has been successfully completed."
"Synchronize","Синхронизирай"
"Synchronizing %s to %s","Synchronizing %s to %s"
"Synchronizing...","Synchronizing..."
"System","Система"
"System Section","Секция Система"
"System busy","System busy"
"Tags","Ключови думи"
"Target Path","Път към цел"
"Tax","Данък"
"Tb","Tb"
"Template","Шаблон"
"Template Content","Съдържание на шаблона"
"Template Information","Информация за шаблон"
"Template Name","Име на шаблона"
"Template Styles","Шаблон стилове"
"Template Subject","Заглавие на шаблон"
"Template Type","Шаблон тип"
"Temporary (302)","Временно (302)"
"Terms and Conditions","Правила и условия"
"Text","Текст"
"The Catalog Rewrites were refreshed.","Каталог презаписванията бяха обновени."
"The CatalogInventory Stock Status has been rebuilt.","CatalogInventory стоков статус беше обновен."
"The Comment Text field cannot be empty.","Текстово поле за коментар не може да е празно."
"The Flat Catalog Product was rebuilt","Опростения продуктов каталог беше обновен"
"The JavaScript/CSS cache has been cleaned.","JavaScript/CSS кешът беше изчистен."
"The JavaScript/CSS cache has been cleared.","JavaScript/CSS кешът беше изтрит."
"The Layered Navigation indexing has been queued.","Беше добавена задача за индексиране на Филтър навигацията."
"The Layered Navigation indexing queue has been canceled.","Задачата за индексиране на Филтър навигацията беше отказана."
"The Layered Navigation indices were refreshed.","Индексите на филтър навигацията бяха обновени."
"The Layered Navigation process has been queued to be killed.","Беше добавена задача за прекратяване на процесът на филтър навигацията."
"The Magento cache storage has been flushed.","Кеш хранилището на Magento беше изчистено."
"The URL Rewrite has been deleted.","URL Презаписването беше изтрито."
"The URL Rewrite has been saved.","URL Презаписването беше записано."
"The account has been saved.","Профилът беше записан."
"The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems","Архивът може да бъде декомпресиран с <a href=""%s"">%s</a> на Windows системи"
"The attribute set has been removed.","Атрибут групата беше изтрита."
"The backup has been created.","Архивното копие беше създадено."
"The billing agreement has been canceled.","Споразумението за плащане беше отказано."
"The billing agreement has been deleted.","Споразумението за плащане беше изтрито."
"The cache storage has been flushed.","Кеш хранилището беше изчистено."
"The carrier needs to be specified.","Необходимо е да се определи куриер."
"The catalog index has been rebuilt.","Каталог индексът беше обновен."
"The catalog rewrites have been refreshed.","Каталог презаписванията бяха обновени."
"The configuration has been saved.","Конфигурацията беше записана."
"The credit memo has been canceled.","Кредитното известие беше отказано."
"The credit memo has been created.","Кредитното известие беше създадено."
"The credit memo has been voided.","Кредитното известие беше маркирано като невалидно."
"The custom variable has been deleted.","Потребителската променлива беше изтрита."
"The custom variable has been saved.","Потребителската променлива беше записана."
"The customer has been deleted.","Клиентът беше изтрит.""
"The customer has been saved.","Клиентът беше записан."
"The design change has been deleted.","Промяната в дизайна беше изтрита."
"The design change has been saved.","Промяната в дизайна беше записана."
"The email address is empty.","Имейл адресът е празен."
"The email template has been deleted.","Имейл шаблонът беше изтрит."
"The email template has been saved.","Имейл шаблонът беше записан."
"The flat catalog category has been rebuilt.","Опростената каталог категория беше обновени."
"The group node name must be specified with field node name.","Името на груповото разклонение трябва да е определено с име на разклонение на поле."
"The image cache was cleaned.","Кешът на картинките беше почистен."
"The image cache was cleared.","Кешът на картинките беше изтрит."
"The invoice and shipment have been created.","Фактурата и доставката бяха създадени."
"The invoice and the shipment  have been created. The shipping label cannot be created at the moment.","The invoice and the shipment  have been created. The shipping label cannot be created at the moment."
"The invoice has been canceled.","Фактурата беше отказана."
"The invoice has been captured.","Фактурата беше прихваната."
"The invoice has been created.","Фактурата беше създадена."
"The invoice has been voided.","Фактурата беше маркирана като невалидна."
"The invoice no longer exists.","The invoice no longer exists."
"The order does not allow creating an invoice.","Поръчката не позволява създаване на фактура."
"The order no longer exists.","Поръчката вече не съществува."
"The poll has been deleted.","Анкетата беше изтрита."
"The poll has been saved.","Анкетата беше записана."
"The profile has been deleted.","Профилът беше изтрит."
"The profile has been saved.","Профилът беше записан."
"The profile has been updated.","Профилът беше обновен."
"The profile has no changes.","Няма промени по профила."
"The profile you are trying to save no longer exists","The profile you are trying to save no longer exists"
"The rating has been deleted.","Гласуването беше изтрито."
"The rating has been saved.","Гласуването беше записано."
"The role has been deleted.","Ролята беше изтрита."
"The role has been saved.","Ролята беше записана."
"The role has been successfully saved.","The role has been successfully saved."
"The search index has been rebuilt.","Индексът за търсене беше успешно обновен."
"The shipment has been created.","Доставката беше създадена."
"The shipment has been created. The shipping label has been created.","The shipment has been created. The shipping label has been created."
"The shipment has been sent.","Доставката беше изпратена."
"The tag has been deleted.","Ключовата дума беше изтрита."
"The tag has been saved.","Ключовата дума беше записана."
"The user has been deleted.","Ключовата дума беше изтрита."
"The user has been saved.","Потребителят беше записан."
"Themes JavaScript and CSS files combined to one file.","JavaScript и CSS файловете от темата бяха комбинирани в един файл."
"There is an error in one of the option rows.","Намерена е грешка в един от редовете опции."
"This Account is","Този профил е"
"This Email template no longer exists.","Този имейл шаблон вече не съществува."
"This Role no longer exists","Тази роля вече не съществува"
"This Role no longer exists.","Тази роля вече не съществува."
"This account is","Този профил е"
"This account is inactive.","Този профил е неактивен."
"This attribute set does not have attributes which we can use for configurable product","Тази група атрибути не съдържа атрибути, които могат да бъда използвани за конфигуриран продукт"
"This attribute shares the same value in all the stores","Този атрибут споделя една и съща стойност във всички магазини"
"This is a demo store. Any orders placed through this store will not be honored or fulfilled.","Това е демонстрационен магазин. Всички поръчки направени през този магазин няма да бъдат разгледани или изпълнени."
"This is a required field.","Това поле е задължително."
"This product is currently disabled.","Продуктът е деактивиран към този момент."
"This report depends on timezone configuration. Once timezone is changed, the lifetime statistics need to be refreshed.","Тази справка е в пряка зависимост от конфигурацията на времевата зона. Необходимо е обновяване на статистиките, ако промените времевата зона."
"This section is not allowed.","Тази секция не е позволена."
"This user no longer exists.","Този потребител вече не съществува."
"Time","Време"
"Time selection:","Избор на време:"
"Time:","Време:"
"Timeout limit for response from synchronize process was reached.","Timeout limit for response from synchronize process was reached."
"To","До"
"To cancel pending authorizations and release amounts that have already been processed during this payment, click Cancel.","To cancel pending authorizations and release amounts that have already been processed during this payment, click Cancel."
"To use Payflow Link, you must configure your Payflow Link account on the Paypal website.","To use Payflow Link, you must configure your Payflow Link account on the Paypal website."
"Toggle Editor","Смяна на редактор"
"Tools","Инструменти"
"Top 5 Search Terms","Водещи 5 критерия за търсене"
"Total","Общо"
"Total Invoiced","Общо фактурирано"
"Total Order Amount","Сума по общо поръчки"
"Total Refunded","Общо върнато по сторно"
"Total of %d record(s) have been deleted.","Изтрити са общо %d запис(а)."
"Total of %d record(s) have been updated.","Обновени са общо %d запис(а)."
"Total of %d record(s) were canceled.","Total of %d record(s) were canceled."
"Total of %d record(s) were deleted.","Total of %d record(s) were deleted."
"Track Order","Проследяване на поръчка"
"Track this shipment","Проследяване на тази пратка"
"Tracking number %s for %s assigned","Проследяващ номер %s за %s е присъединен"
"Tracking number cannot be empty.","Проследяващият номер не може да е празен."
"Transaction Data","Данни за транзакция"
"Transaction Details","Информация за транзакция"
"Transaction ID","Транзакция ID"
"Transaction Type","Тип транзакция"
"Transactional Emails","Имейл на транзакция"
"Transactions","Транзакции"
"Try Magento Go for Free","Try Magento Go for Free"
"Type","Тип"
"Type:","Тип:"
"URL Rewrite","URL презаписване"
"URL Rewrite Information","Информация за URL презаписване"
"URL Rewrite Management","Управление URL презаписи"
"Unable to cancel the credit memo.","Невъзможно е отказването на кредитното известие."
"Unable to find a Email Template to delete.","Невъзможно е намирането на Имейл шаблон за изтриване."
"Unable to find a poll to delete.","Невъзможно е намирането на анкета за изтриване."
"Unable to find a tag to delete.","Невъзможно е намирането на ключова дума за изтриване."
"Unable to find a user to delete.","Невъзможно е намирането на потребител за изтриване."
"Unable to initialize import model","Невъзможно е инициализирането на модел за импорт"
"Unable to refresh lifetime statistics.","Невъзможно е обновяването на всички статистики."
"Unable to refresh recent statistics.","Невъзможно е обновяването на последни статистики."
"Unable to save the cron expression.","Невъзможно е записването на cron израза."
"Unable to save the invoice.","Невъзможно е записването на фактурата."
"Unable to send the invoice email.","Невъзможно е изпращането на имейл за фактурата."
"Unable to send the shipment email.","Невъзможно е изпращането на имейл за доставката.""
"Unable to void the credit memo.","Невъзможно е маркирането като невалидно на кредитното известие."
"Unknown","Неизвестно"
"Unlimited","Неограничено"
"Update","Обнови"
"Updated At","Обновено в"
"Upload File","Качи файл"
"Upload Files","Качи файлове"
"Upload HTTP Error","HTTP грешка при качване"
"Upload I/O Error","I/O грешка при качване"
"Upload Security Error","Грешка в сигурността при качване"
"Upload import file","Качи на файл за импорт"
"Use All Available Attributes","Използвай всички налични атрибути"
"Use Config Settings","Използвай Конфигурационни настройки"
"Use Default","Използвай по подразбиране"
"Use Default Value","Използвай стойност по подразбиране"
"Use Default Variable Values","Използвай стойности на променливата по подразбиране"
"Use Silent Post:","Use Silent Post:"
"Use Website","Използвай Уебсайт"
"Used Currently For","Използвано текущо за"
"Used as Default For","Използвано като подразбиращо за"
"User Email","Потребителски имейл"
"User ID","Потребител ID"
"User Info","Информация за потребител"
"User Information","Информация за потребител"
"User Name","Потребителско име"
"User Name is required field.","Потребителско име е задължително поле."
"User Name:","Потребителско име:"
"User Role","Роля на потребител"
"User Roles","Потребителски роли"
"User Roles Information","Информация за роли на потребители"
"User name","Потребителско име"
"Users","Потребители"
"Validation Results","Validation Results"
"Value","Стойност"
"Value Delimiter:","Разделител на стойности:"
"Variable","Променлива"
"Variable Code","Код на променлива"
"Variable HTML Value","HTML стойност на променлива"
"Variable ID","ID на променлива"
"Variable Name","Име на променлива"
"Variable Plain Value","Чиста стойност на променлива"
"View Actions XML","Преглед на XML действия"
"View Full Size","View Full Size"
"View Memo","Преглед на бележка"
"View Memo for #%s","Преглед на бележка за #%s"
"View Shipment","Преглед на доставка"
"View Statistics For","Преглед на статистика за"
"Visibility:","Видимост:"
"Warning! Empty value can cause problems with CSV format.","Внимание! Празна стойност може да създаде проблем в CSV формат."
"Warning!\r\nThis action will remove this user from already assigned role\r\nAre you sure?","Внимание!\r\nЩе премахнете потребител от вече назначена роля\r\nСигурен ли сте?"
"Warning!\r\nThis action will remove those users from already assigned roles\r\nAre you sure?","Внимание!\r\nЩе премахнете потребители от вече назначени роли\r\nСигурен ли сте?"
"Warning: Please do not close the window during importing/exporting data","Внимание: Моля не затваряйте този прозорец по време на импортиране/експортиране на данни"
"Watermark File for %s","Файл за воден знак %s"
"We appreciate our merchants\' feedback, please <a href=""#"" onclick=""surveyAction(\'yes\'); return false;"">take our survey</a> to provide insight on the features you would like included in Magento. <a href=""#"" onclick=""surveyAction(\'no\'); return false;"">Remove this notification</a>","Ние оценяваме мнението на нашите търговци, моля <a href="#" onclick="surveyAction(\'yes\'); return false;">вземете участие в нашето проучване</a> за да осигурите важна вътрешна информация за функционалностите, които бихте искали да бъдат включени в Magento. <a href="#" onclick="surveyAction(\'no\'); return false;">Премахни това известие</a>"
"We detected that your JavaScript seem to be disabled.","JavaScript на вашия браузър е изключен или забранен."
"We\'re in our typing table, coding away more features for Magento. Thank you for your patience.","Ние сме на работните си места, разработвайки много нови функционалности за Magento. Благодарим за вашето търпение."
"Web Section","Уеб секция"
"Web Services","Уеб услуги"
"Web services","Уеб услуги"
"Website","Уебсайт"
"What is this?","Какво е това?"
"When using Payflow Link in Magento, a payment authorization transaction must be performed after the shopper enters their credit card information on the Payment page of checkout.  If a full authorization is performed for the entire dollar amount of the transaction, then in some cases, the transaction amount might be reserved on the shopper\'s credit card for up to 30 days, even if they abandon their cart.  This is not an ideal customer experience.  Using this advanced setting in Magento, you can configure key details of this authorization.","When using Payflow Link in Magento, a payment authorization transaction must be performed after the shopper enters their credit card information on the Payment page of checkout.  If a full authorization is performed for the entire dollar amount of the transaction, then in some cases, the transaction amount might be reserved on the shopper\'s credit card for up to 30 days, even if they abandon their cart.  This is not an ideal customer experience.  Using this advanced setting in Magento, you can configure key details of this authorization."
"Wishlist Report","Справка списък желания"
"Wishlist item is not loaded.","Wishlist item is not loaded."
"Wrong account specified.","Wrong account specified."
"Wrong billing agreement ID specified.","Определен е грешен идентификатор споразумение за плащане."
"Wrong column format.","Грешен формат на колона."
"Wrong newsletter template.","Грешен шаблон за имейл списък."
"Wrong quote item.","Wrong quote item."
"Wrong tab configuration.","Грешна конфигурация в изглед от страница."
"Wrong tag was specified.","Определен е грешна ключова дума."
"Wrong transaction ID specified.","Определен е грешен идентификатор на транзакция."
"XML","XML"
"XML data is invalid.","XML data is invalid."
"XML object is not instance of ""Varien_Simplexml_Element"".","XML object is not instance of ""Varien_Simplexml_Element""."
"YTD","YTD"
"Year","Година"
"Yes","Да"
"Yes (301 Moved Permanently)","Yes (301 Moved Permanently)"
"Yes (302 Found)","Yes (302 Found)"
"Yes (only price with tax)","Да (само цена с данък)"
"You cannot delete your own account.","Не можете да изтриете вашия собствен профил."
"You have %s unread message(s).","You have %s unread message(s)."
"You have logged out.","Успешно излезнахте от системата."
"You have not enough permissions to use this functionality.","Нямате достатъчно права за използване на тази функционалност."
"You must have JavaScript enabled in your browser to utilize the functionality of this website.","Трябва да активирате JavaScript във Вашия браузър за да можете да използвате пълната функционалност на този уебсайт."
"You need to specify order items.","Необходимо е да укажете поръчки."
"Your answers contain duplicates.","Намерени са дуплицирани стойности във вашите отговори."
"Your password has been updated.","Вашата парола беше обновена"
"Your password reset link has expired.","Линка за промяна на вашата парола вече е невалиден"
